ID,主题,博文,日期,URL,点赞数,评论数,转发数
4510957021201864,##美国暴乱##,#今日最佳##美国暴乱# 《肤色》挺不错的一部电影，对美国种族歧视最大的嘲讽… 1024专员的微博视频 ,2020/6/1 10:44:22,https://m.weibo.cn/status/J4B2C52EU?mblogid=J4B2C52EU&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,2,0,0
4510956971806694,##美国暴乱##,#美国暴乱#不得不承认，小的时候我也挺崇拜美国的，感觉美国人挺厉害的～也许是那时思想比较幼稚，受影响才这么认为但吧～--换行--        长大了，有了自己的思想意识才感觉到美国也就那样，许多事情对比来看，中国🇨🇳才是伟大的国家，身为中国人是自豪的！--换行--        在国内遇到外国人，我再也不说英语了，您听得懂中文您听，听不懂您找别人[并不简单]，我不会在自己国家的土地上，上赶着说外国语言…外国人没啥牛的…,2020/6/1 10:44:22,https://m.weibo.cn/status/J4B2x7A0e?mblogid=J4B2x7A0e&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,1,0,0
4510956942756607,##美国暴乱##,#美国暴乱# 川建国整天在在推特上怼天怼地怼媒体怼人民怼我们兔兔，而总统竞选人拜登却在街头倾听抗议者的声音……，从群众来到群众去…祖国反黑站超话#Anonymous# ,2020/6/1 10:44:22,https://m.weibo.cn/status/J4B2ubz7p?mblogid=J4B2ubz7p&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,2,0,0
4510956941755308,##美国暴乱##,一个国民警卫队队员气势汹汹的要找瓦坎达反抗军干仗，然而装逼不过三秒～#美国暴乱# 侠骨柔情方恨晚的微博视频 ,2020/6/1 10:44:22,https://m.weibo.cn/status/J4B2u7mDq?mblogid=J4B2u7mDq&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,2,1,0
4513675144088273,##美国暴乱##,美国国会驴党议员在国会解放大厅为乔治·弗洛伊德默哀近9分钟，老妖婆佩洛西亲自带头，演技一流。香港废青和台湾绿蛙还不赶紧支持黑人？你们的野爹都跪了，再这样下去不正确了哦。#美国暴乱# #迷惑行为大赏#  帝吧官微的微博视频 ,2020/6/8 23:35:40,https://m.weibo.cn/status/J5JKGh9xT?mblogid=J5JKGh9xT&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,2396,487,176
4513479383325236,##美国暴乱##,现实版Walking Dead，这不是中东战场，而是美国种族战场。种族主义 racism种族歧视 racial discrimination种族隔离 racial segregation平权运动 Affirmative Action#美国暴乱##i can't breathe#welearn中英双语素材库超话 朱伟老师的微博视频 ,2020/6/8 10:35:42,https://m.weibo.cn/status/J5EEWdX2Q?mblogid=J5EEWdX2Q&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,586,113,55
4513823732492927,##美国暴乱##,#美国取消5国及国内39州旅行禁令#要害那几个国家吗？迷惑行为！#美国暴乱# 谁会去啊！！ ,2020/6/9 8:35:42,https://m.weibo.cn/status/J5NClaswv?mblogid=J5NClaswv&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,0,0,0
4513823305118179,##美国暴乱##,【拜登被指将与弗洛伊德家人会面，抗议潮成美国大选角力点！】美国《华尔街日报》和全国广播公司（NBC）8日联合发布的一项民调结果称，80%的美国人认为美国正在失控。此前一天，英国路透社和益普索的另一项民调显示，即便在共和党人中，只有46%的人认为美国正处于正确轨道上。3个月前，约七成共和党人表示对国家发展感到乐观。这两项民调发布时，美国首都华盛顿刚经历“弗洛伊德之死”引发的最大规模示威。8日，美国新冠肺炎确诊病例超过194万，死亡病例突破11万。两大危机是否正在动摇美国的自信？美国人在寻找答案，世界也在盯着看。但有个别美国政客从不自我反思，只是一味甩锅。美国国务卿蓬佩奥近日发声明和推特声称，中方无情地利用“弗洛伊德之死”进行宣传行动。“美国社会依然存在严重的系统性种族歧视。这不是什么外部宣传，而是美国国内各界人士都齐声呼吁反思的一个现实问题。”中国外交部发言人华春莹8日表示，在美国面临难关的情况下，蓬佩奥还是满嘴谎言、整天诽谤，令人感到悲哀。--换行----换行--八成美国人认为国家已经失控，对政治进程，特别是5个月之后的大选有何影响？《华尔街日报》认为，目前还很难说。该报称，民调显示，两场大危机似乎对特朗普的地位没有产生什么影响。他与拜登之间的差距仍然是7个百分点。拜登的支持率为49%，特朗普为42%。自中期选举以来，根据18次民意测验，特朗普的支持率从未低于43％，也从未高于47％。--换行----换行--CNN评论称，特朗普执政方式的不支持率达到57%，创下2019年1月以来最高值。此前没有哪位总统的不支持率如此之高，还有机会赢得连任。特朗普在2016年证明他可以蔑视历史。如果他想在2020年赢得第二个任期，必须得做些成绩出来。#美国暴乱#,2020/6/9 8:33:43,https://m.weibo.cn/status/J5NBEltth?mblogid=J5NBEltth&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,0,0,0
4513815716326799,##美国暴乱##,#美国暴乱# 再度升级！我在视频中提到的去修苹果电脑的店，今天看新闻已经被暴乱者砸开窗户洗劫一空了…作为全球最大CRM外包服务供应商Teleperformance的创始人，我的老朋友Daniel Jullien在采访中提到“人们的情绪需要表达，需要一个宣泄的出口” 不管是在疫情宅家期间的百无聊赖，还是看到George Floyd的新闻之后震惊/愤怒的情绪，都需要行动来宣泄。然而，转变为打砸抢的暴乱，是否已经不适合用情绪宣泄来解释了呢？他同时还肯定了中国政府在抗疫方面的成功，认为中国可以做为世界各国抗疫的一个范本，让经济和生活可以在2个月左右的时间重启。#美国疫情# #海外抗疫日记# #欧美明星集体发纯黑图片# #我私藏的宝藏博主# http://t.cn/A62g2VeY,2020/6/9 8:03:43,https://m.weibo.cn/status/J5NppqxT9?mblogid=J5NppqxT9&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,10,4,0
4513604253443402,##美国暴乱##,【吃錯藥了？“港獨”組織公開批評特朗普[笑cry]】http://t.cn/A62rJKP6--换行----换行--一向跪英舔美的亂港分子最近大多都不太正常，不是極度狂躁就是極度迷茫，甚至老牌“港組”組織“社會民主連線(社民連)”都開始公開批評特朗普了。--换行----换行--它近日在官方臉書帳號上公開發文批評特朗普以及美國政府，明確表示“對特朗普政府處理這次危機的方式非常失望”，還手舉標語到美國駐港總領事館抗議。--换行----换行--連香港“黃絲”都納悶：社民連這是吃錯藥了？！--换行----换行--“弗洛伊德之死”事件引發全美抗議行動已持續近兩周，最新的進展是，一項被認為是有意緩解民怨的“解散警局”行動正在美國多地展開。--换行----换行--當地時間6月7日，明尼阿波利斯市議會承諾將解散該市的警察局，並建立一個新的公共安全體系。紐約等城市也在討論將警察局的部分資金轉移至社會服務機構。--换行----换行--該行動對於亂港分子來說一定不陌生。過去一年的示威活動中，“解散警隊”可是他們的主要訴求之一。因此，聲援美國的“解散警局”行動，也是情理之中。--换行----换行--就在明尼阿波利斯市議會承諾解散該市警察局的同時，社民連多名成員手舉“Black Lives Matter”的標語牌，學美國警察單膝跪地，到美國駐港總領事聲援反種族主義、反美國警察暴行的美國示威者。--换行----换行--據港媒報道，此次抗議活動是由社民連同“Black Lives Matter HK”臉書專頁的組織者共同發起的，表達他們對美國“Black Lives Matter”運動的支持。--换行----换行--社會民主連線現在是香港立法會泛民主派中的一個組織，為香港立法會第六大政團。--换行----换行--社民連同時還在臉書專頁轉發“Black Lives Matter HK”的請願信，明確表示對美國警察暴行和種族撕裂的關註，同時還對一名CNN記者在報道抗議活動時被捕表示不滿，因為這“嚴重損害憲法保障的新聞自由”。--换行----换行--請願信向美國駐港總領事館提出了“三大訴求”：--换行----换行--1、希望美國駐港總領事館公開聲明，承認黑人面對的世襲性種族主義和系統性壓迫；--换行--2、譴責警暴，對新聞界的打壓，蠶食群眾言論自由和集會權利；--换行--3、資助警員接受強制培訓和教育，促使他們在解決衝突時，以溝通作為主要的方法。--换行----换行--讓人大跌眼鏡的是，社民連支持並轉發的這封請願信中還大肆批評特朗普。信中說：“對特朗普政府處理這次危機的方式非常失望”，因為“美國政府以催淚彈、胡椒子彈和防暴裝備，無情地鎮壓和平的人群”。--换行----换行--請願信發布後，不少香港“黃絲”都坐不住了，直問社民連“是否吃錯了藥”？--换行----换行--有“黃絲”勸社民連不要搞錯目標，香港人是需要美國(政府)支持的，全世界反對警察暴行，而“黃絲”該反對的是“香港警察的‘暴行’”。--换行----换行--不過，也有網友猜測社民連是不是看清了風向，知道特朗普連任懸了，趕緊抱美國民主黨的大腿，或者是民主黨給的錢更多一些。--换行----换行--（來源：香港新聞網）--换行----换行--#美国警察暴力执法事件# #美国警察暴力执法致黑人死亡引抗议# #美国暴乱# #香港各界发起联署支持国家安全立法#,2020/6/8 18:35:44,https://m.weibo.cn/status/J5HUlerMK?mblogid=J5HUlerMK&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,62,31,14
4513822566334642,##美国暴乱##,#全球疫情# 【全球累计确诊7085894例，死亡405168例】截至北京时间6月9日6时30分，全球单日新增新冠肺炎确诊病例106105例，累计确诊新冠肺炎病例7085894例，单日新增死亡病例3320例，累计死亡405168例。--换行--    中国以外24小时新增确诊逾10万例，累计确诊逾700万例；中国以外新增死亡病例逾3300例，累计死亡病例逾40万例。--换行--    世卫组织统计，6月7日新增病例中近75%来自10个国家，其中大部分集中在美洲和南亚。东欧、中亚、非洲国家病例数也在增加，疫情已经扩散[吃惊][吃惊][吃惊]--换行--    雪上加霜的是，受#美国暴乱##数十个美国城市爆发示威# 影响，世界多个国家爆发大规模游行示威活动，会加速病毒的传播[骷髅][骷髅][骷髅],2020/6/9 8:30:44,https://m.weibo.cn/status/J5NAsqzVE?mblogid=J5NAsqzVE&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,0,1,1
4513674213388691,##美国暴乱##,李红亮超话#特朗普揭伊拉克没有杀伤性武器##美国暴乱# 特朗普这次真是急红了眼，居然把美国天大的秘密公之于众！不知道选民面对这样一位情绪化十足的候选人，是投支持票还是反对票呢？@赵毅论房 赵毅论房的微博视频 ,2020/6/8 23:35:45,https://m.weibo.cn/status/J5JJbedyj?mblogid=J5JJbedyj&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,59,14,5
4513822151246576,##美国暴乱##,#美国暴乱#解铃还须系铃人，暴乱因警察而起，还是要从警察入手才能解决问题。特朗普可以签署一个警察法案，限制白人警察的比例，在执法过程中要确保有色人种的警察跟随执法。这也是比较现实可行的办法。 ,2020/6/9 8:29:46,https://m.weibo.cn/status/J5NzN5ei4?mblogid=J5NzN5ei4&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E6%9A%B4%E4%B9%B1%23,0,0,0
4513826630827045,##美国取消5国及国内39州旅行禁令##,#美国取消5国及国内39州旅行禁令# 额…美国又疫情又暴乱 谁敢去 ,2020/6/9 8:47:11,https://m.weibo.cn/status/J5NH13t9r?mblogid=J5NH13t9r&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%23%E7%BE%8E%E5%9B%BD%E5%8F%96%E6%B6%885%E5%9B%BD%E5%8F%8A%E5%9B%BD%E5%86%8539%E5%B7%9E%E6%97%85%E8%A1%8C%E7%A6%81%E4%BB%A4%23,0,0,0
4513826790279781,#花千骨#,哎呦喂，花千骨那个热搜尬到我了，今日乐事。昨晚熬夜看饭姐，今天早上起来都还是笑着的，卧槽，太他妈甜了，都怪我高三忙没跟舍友一起追，真是错过一个好时机啊。timing is important.好喜欢好喜欢 ,2020/6/9 8:47:31,https://m.weibo.cn/status/J5NHh1aMB?mblogid=J5NHh1aMB&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%E8%8A%B1%E5%8D%83%E9%AA%A8,0,0,0
4515301448101426,##央视对话郭杰瑞##,#美国暴乱# 塞尔维亚共和国市中心街头，随处可见各种中文及塞尔维亚文标语横幅，懂得感恩就好祖国反黑站超话#央视对话郭杰瑞# Rani-7的微博视频 ,2020/6/13 10:27:25,https://m.weibo.cn/status/J6q3KxZya?mblogid=J6q3KxZya&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%23%E5%A4%AE%E8%A7%86%E5%AF%B9%E8%AF%9D%E9%83%AD%E6%9D%B0%E7%91%9E%23,0,0,0
4515301209951290,##央视对话郭杰瑞##,#美国暴乱#英媒2020年6月12日报道：美国纽约市一名16岁的黑人少年贾赫梅尔·里奇在回家的路上惨遭警察暴力殴打，造成下颌骨骨折，皮肤裂伤。警察：认错人了。 #央视对话郭杰瑞# ,2020/6/13 10:26:26,https://m.weibo.cn/status/J6q3mFKMG?mblogid=J6q3mFKMG&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%23%E5%A4%AE%E8%A7%86%E5%AF%B9%E8%AF%9D%E9%83%AD%E6%9D%B0%E7%91%9E%23,0,0,0
4515300881605497,##央视对话郭杰瑞##,华春莹：香港是中国的香港，外部势力越是对香港事务横加干涉，中方推进国安立法的决心越是坚定不移。 共青团中央的微博视频 #央视对话郭杰瑞##美国暴乱# ,2020/6/13 10:25:26,https://m.weibo.cn/status/J6q2Q6JF7?mblogid=J6q2Q6JF7&luicode=10000011&lfid=100103type%3D1%26t%3D10%26q%3D%23%E5%A4%AE%E8%A7%86%E5%AF%B9%E8%AF%9D%E9%83%AD%E6%9D%B0%E7%91%9E%23,1,0,0
